Date,Coal_Type,Benchmark,Per _Price
2019-01-07,HCC,GM EXW #5 Jinquan ,1160.0
2019-01-07,HCC,GM EXW #3,0.0
2019-01-07,HCC,Baotou EXW,1092.0
2019-01-07,HCC,Tangshan Hebei FOR,1635.0
2019-01-07,HCC,Jingtang Australia EXW,1670.0
2019-01-07,HCC,Tianjin Australia EXW,1550.0
2019-01-07,SSCC,Tangshan Hebei FOR,1530.0
2019-01-07,SSCC,Wuhai EXW,1041.0
2019-01-07,TC,GM DAP,275.0
2019-01-07,TC,Wuhai EXW,383.0
2019-01-14,HCC,GM EXW #5 Jinquan ,1160.0
2019-01-14,HCC,GM EXW #3,0.0
2019-01-14,HCC,Baotou EXW,1092.0
2019-01-14,HCC,Tangshan Hebei FOR,1635.0
2019-01-14,HCC,Jingtang Australia EXW,1640.0
2019-01-14,HCC,Tianjin Australia EXW,1520.0
2019-01-14,SSCC,Tangshan Hebei FOR,1530.0
2019-01-14,SSCC,Wuhai EXW,1041.0
2019-01-14,TC,GM DAP,275.0
2019-01-14,TC,Wuhai EXW,390.0
2019-01-21,HCC,GM EXW #5 Jinquan ,1160.0
2019-01-21,HCC,GM EXW #3,0.0
2019-01-21,HCC,Baotou EXW,1092.0
2019-01-21,HCC,Tangshan Hebei FOR,1635.0
2019-01-21,HCC,Jingtang Australia EXW,1600.0
2019-01-21,HCC,Tianjin Australia EXW,1480.0
2019-01-21,SSCC,Tangshan Hebei FOR,1530.0
2019-01-21,SSCC,Wuhai EXW,1041.0
2019-01-21,TC,GM DAP,275.0
2019-01-21,TC,Wuhai EXW,401.0
2019-01-28,HCC,GM EXW #5 Jinquan ,1160.0
2019-01-28,HCC,GM EXW #3,0.0
2019-01-28,HCC,Baotou EXW,1069.0
2019-01-28,HCC,Tangshan Hebei FOR,1635.0
2019-01-28,HCC,Jingtang Australia EXW,1600.0
2019-01-28,HCC,Tianjin Australia EXW,1480.0
2019-01-28,SSCC,Tangshan Hebei FOR,1530.0
2019-01-28,SSCC,Wuhai EXW,1020.0
2019-01-28,TC,GM DAP,275.0
2019-01-28,TC,Wuhai EXW,424.0
2019-02-04,HCC,GM EXW #5 Jinquan ,1160.0
2019-02-04,HCC,GM EXW #3,0.0
2019-02-04,HCC,Baotou EXW,1069.0
2019-02-04,HCC,Tangshan Hebei FOR,1635.0
2019-02-04,HCC,Jingtang Australia EXW,1610.0
2019-02-04,HCC,Tianjin Australia EXW,1480.0
2019-02-04,SSCC,Tangshan Hebei FOR,1530.0
2019-02-04,SSCC,Wuhai EXW,1020.0
2019-02-04,TC,GM DAP,265.0
2019-02-04,TC,Wuhai EXW,424.0
2019-02-11,HCC,GM EXW #5 Jinquan ,1160.0
2019-02-11,HCC,GM EXW #3,0.0
2019-02-11,HCC,Baotou EXW,1069.0
2019-02-11,HCC,Tangshan Hebei FOR,1635.0
2019-02-11,HCC,Jingtang Australia EXW,1610.0
2019-02-11,HCC,Tianjin Australia EXW,1480.0
2019-02-11,SSCC,Tangshan Hebei FOR,1530.0
2019-02-11,SSCC,Wuhai EXW,1020.0
2019-02-11,TC,GM DAP,265.0
2019-02-11,TC,Wuhai EXW,424.0
2019-02-18,HCC,GM EXW #5 Jinquan ,1160.0
2019-02-18,HCC,GM EXW #3,0.0
2019-02-18,HCC,Baotou EXW,1069.0
2019-02-18,HCC,Tangshan Hebei FOR,1635.0
2019-02-18,HCC,Jingtang Australia EXW,1640.0
2019-02-18,HCC,Tianjin Australia EXW,1510.0
2019-02-18,SSCC,Tangshan Hebei FOR,1550.0
2019-02-18,SSCC,Wuhai EXW,1020.0
2019-02-18,TC,GM DAP,265.0
2019-02-18,TC,Wuhai EXW,419.0
2019-02-25,HCC,GM EXW #5 Jinquan ,1160.0
2019-02-25,HCC,GM EXW #3,0.0
2019-02-25,HCC,Baotou EXW,1069.0
2019-02-25,HCC,Tangshan Hebei FOR,1635.0
2019-02-25,HCC,Jingtang Australia EXW,1670.0
2019-02-25,HCC,Tianjin Australia EXW,1550.0
2019-02-25,SSCC,Tangshan Hebei FOR,1550.0
2019-02-25,SSCC,Wuhai EXW,1020.0
2019-02-25,TC,GM DAP,265.0
2019-02-25,TC,Wuhai EXW,420.0
2019-03-04,HCC,GM EXW #5 Jinquan ,1210.0
2019-03-04,HCC,GM EXW #3,0.0
2019-03-04,HCC,Baotou EXW,1069.0
2019-03-04,HCC,Tangshan Hebei FOR,1635.0
2019-03-04,HCC,Jingtang Australia EXW,1680.0
2019-03-04,HCC,Tianjin Australia EXW,1550.0
2019-03-04,SSCC,Tangshan Hebei FOR,1550.0
2019-03-04,SSCC,Wuhai EXW,1020.0
2019-03-04,TC,GM DAP,265.0
2019-03-04,TC,Wuhai EXW,454.0
2019-03-11,HCC,GM EXW #5 Jinquan ,1210.0
2019-03-11,HCC,GM EXW #3,0.0
2019-03-11,HCC,Baotou EXW,1092.0
2019-03-11,HCC,Tangshan Hebei FOR,1635.0
2019-03-11,HCC,Jingtang Australia EXW,1680.0
2019-03-11,HCC,Tianjin Australia EXW,1550.0
2019-03-11,SSCC,Tangshan Hebei FOR,1550.0
2019-03-11,SSCC,Wuhai EXW,1041.0
2019-03-11,TC,GM DAP,265.0
2019-03-11,TC,Wuhai EXW,469.0
2019-03-18,HCC,GM EXW #5 Jinquan ,1210.0
2019-03-18,HCC,GM EXW #3,0.0
2019-03-18,HCC,Baotou EXW,1092.0
2019-03-18,HCC,Tangshan Hebei FOR,1635.0
2019-03-18,HCC,Jingtang Australia EXW,1670.0
2019-03-18,HCC,Tianjin Australia EXW,1550.0
2019-03-18,SSCC,Tangshan Hebei FOR,1550.0
2019-03-18,SSCC,Wuhai EXW,1041.0
2019-03-18,TC,GM DAP,265.0
2019-03-18,TC,Wuhai EXW,451.0
2019-03-25,HCC,GM EXW #5 Jinquan ,1210.0
2019-03-25,HCC,GM EXW #3,0.0
2019-03-25,HCC,Baotou EXW,1092.0
2019-03-25,HCC,Tangshan Hebei FOR,1635.0
2019-03-25,HCC,Jingtang Australia EXW,1660.0
2019-03-25,HCC,Tianjin Australia EXW,1550.0
2019-03-25,SSCC,Tangshan Hebei FOR,1550.0
2019-03-25,SSCC,Wuhai EXW,1041.0
2019-03-25,TC,GM DAP,265.0
2019-03-25,TC,Wuhai EXW,437.0
2019-04-01,HCC,GM EXW #5 Jinquan ,1210.0
2019-04-01,HCC,GM EXW #3,0.0
2019-04-01,HCC,Baotou EXW,1092.0
2019-04-01,HCC,Tangshan Hebei FOR,1635.0
2019-04-01,HCC,Jingtang Australia EXW,1650.0
2019-04-01,HCC,Tianjin Australia EXW,1500.0
2019-04-01,SSCC,Tangshan Hebei FOR,1530.0
2019-04-01,SSCC,Wuhai EXW,1041.0
2019-04-01,TC,GM DAP,260.0
2019-04-01,TC,Wuhai EXW,431.0
2019-04-08,HCC,GM EXW #5 Jinquan ,1210.0
2019-04-08,HCC,GM EXW #3,0.0
2019-04-08,HCC,Baotou EXW,1092.0
2019-04-08,HCC,Tangshan Hebei FOR,1615.0
2019-04-08,HCC,Jingtang Australia EXW,1590.0
2019-04-08,HCC,Tianjin Australia EXW,1460.0
2019-04-08,SSCC,Tangshan Hebei FOR,1530.0
2019-04-08,SSCC,Wuhai EXW,1041.0
2019-04-08,TC,GM DAP,260.0
2019-04-08,TC,Wuhai EXW,431.0
2019-04-15,HCC,GM EXW #5 Jinquan ,1190.0
2019-04-15,HCC,GM EXW #3,0.0
2019-04-15,HCC,Baotou EXW,1092.0
2019-04-15,HCC,Tangshan Hebei FOR,1615.0
2019-04-15,HCC,Jingtang Australia EXW,1590.0
2019-04-15,HCC,Tianjin Australia EXW,1480.0
2019-04-15,SSCC,Tangshan Hebei FOR,1470.0
2019-04-15,SSCC,Wuhai EXW,1041.0
2019-04-15,TC,GM DAP,255.0
2019-04-15,TC,Wuhai EXW,431.0
2019-04-22,HCC,GM EXW #5 Jinquan ,1190.0
2019-04-22,HCC,GM EXW #3,0.0
2019-04-22,HCC,Baotou EXW,1092.0
2019-04-22,HCC,Tangshan Hebei FOR,1615.0
2019-04-22,HCC,Jingtang Australia EXW,1610.0
2019-04-22,HCC,Tianjin Australia EXW,1480.0
2019-04-22,SSCC,Tangshan Hebei FOR,1470.0
2019-04-22,SSCC,Wuhai EXW,1041.0
2019-04-22,TC,GM DAP,255.0
2019-04-22,TC,Wuhai EXW,438.0
2019-04-29,HCC,GM EXW #5 Jinquan ,1210.0
2019-04-29,HCC,GM EXW #3,0.0
2019-04-29,HCC,Baotou EXW,1092.0
2019-04-29,HCC,Tangshan Hebei FOR,1615.0
2019-04-29,HCC,Jingtang Australia EXW,1610.0
2019-04-29,HCC,Tianjin Australia EXW,1480.0
2019-04-29,SSCC,Tangshan Hebei FOR,1470.0
2019-04-29,SSCC,Wuhai EXW,1041.0
2019-04-29,TC,GM DAP,255.0
2019-04-29,TC,Wuhai EXW,445.0
2019-05-06,HCC,GM EXW #5 Jinquan ,1210.0
2019-05-06,HCC,GM EXW #3,0.0
2019-05-06,HCC,Baotou EXW,1092.0
2019-05-06,HCC,Tangshan Hebei FOR,1615.0
2019-05-06,HCC,Jingtang Australia EXW,1610.0
2019-05-06,HCC,Tianjin Australia EXW,1480.0
2019-05-06,SSCC,Tangshan Hebei FOR,1490.0
2019-05-06,SSCC,Wuhai EXW,1041.0
2019-05-06,TC,GM DAP,255.0
2019-05-06,TC,Wuhai EXW,449.0
2019-05-13,HCC,GM EXW #5 Jinquan ,1210.0
2019-05-13,HCC,GM EXW #3,0.0
2019-05-13,HCC,Baotou EXW,1092.0
2019-05-13,HCC,Tangshan Hebei FOR,1615.0
2019-05-13,HCC,Jingtang Australia EXW,1620.0
2019-05-13,HCC,Tianjin Australia EXW,1480.0
2019-05-13,SSCC,Tangshan Hebei FOR,1490.0
2019-05-13,SSCC,Wuhai EXW,1041.0
2019-05-13,TC,GM DAP,255.0
2019-05-13,TC,Wuhai EXW,450.0
2019-05-20,HCC,GM EXW #5 Jinquan ,1210.0
2019-05-20,HCC,GM EXW #3,0.0
2019-05-20,HCC,Baotou EXW,1092.0
2019-05-20,HCC,Tangshan Hebei FOR,1615.0
2019-05-20,HCC,Jingtang Australia EXW,1650.0
2019-05-20,HCC,Tianjin Australia EXW,1500.0
2019-05-20,SSCC,Tangshan Hebei FOR,1510.0
2019-05-20,SSCC,Wuhai EXW,1041.0
2019-05-20,TC,GM DAP,255.0
2019-05-20,TC,Wuhai EXW,448.0
2019-05-27,HCC,GM EXW #5 Jinquan ,1210.0
2019-05-27,HCC,GM EXW #3,0.0
2019-05-27,HCC,Baotou EXW,1092.0
2019-05-27,HCC,Tangshan Hebei FOR,1615.0
2019-05-27,HCC,Jingtang Australia EXW,1650.0
2019-05-27,HCC,Tianjin Australia EXW,1500.0
2019-05-27,SSCC,Tangshan Hebei FOR,1510.0
2019-05-27,SSCC,Wuhai EXW,1041.0
2019-05-27,TC,GM DAP,255.0
2019-05-27,TC,Wuhai EXW,441.0
2019-06-03,HCC,GM EXW #5 Jinquan ,1210.0
2019-06-03,HCC,GM EXW #3,0.0
2019-06-03,HCC,Baotou EXW,1092.0
2019-06-03,HCC,Tangshan Hebei FOR,1645.0
2019-06-03,HCC,Jingtang Australia EXW,1650.0
2019-06-03,HCC,Tianjin Australia EXW,1500.0
2019-06-03,SSCC,Tangshan Hebei FOR,1510.0
2019-06-03,SSCC,Wuhai EXW,1041.0
2019-06-03,TC,GM DAP,250.0
2019-06-03,TC,Wuhai EXW,432.0
2019-06-10,HCC,GM EXW #5 Jinquan ,1210.0
2019-06-10,HCC,GM EXW #3,0.0
2019-06-10,HCC,Baotou EXW,1092.0
2019-06-10,HCC,Tangshan Hebei FOR,1645.0
2019-06-10,HCC,Jingtang Australia EXW,1670.0
2019-06-10,HCC,Tianjin Australia EXW,1520.0
2019-06-10,SSCC,Tangshan Hebei FOR,1510.0
2019-06-10,SSCC,Wuhai EXW,1041.0
2019-06-10,TC,GM DAP,250.0
2019-06-10,TC,Wuhai EXW,427.0
2019-06-17,HCC,GM EXW #5 Jinquan ,1210.0
2019-06-17,HCC,GM EXW #3,0.0
2019-06-17,HCC,Baotou EXW,1092.0
2019-06-17,HCC,Tangshan Hebei FOR,1645.0
2019-06-17,HCC,Jingtang Australia EXW,1670.0
2019-06-17,HCC,Tianjin Australia EXW,1520.0
2019-06-17,SSCC,Tangshan Hebei FOR,1510.0
2019-06-17,SSCC,Wuhai EXW,1041.0
2019-06-17,TC,GM DAP,250.0
2019-06-17,TC,Wuhai EXW,420.0
2019-06-24,HCC,GM EXW #5 Jinquan ,1210.0
2019-06-24,HCC,GM EXW #3,0.0
2019-06-24,HCC,Baotou EXW,1081.0
2019-06-24,HCC,Tangshan Hebei FOR,1645.0
2019-06-24,HCC,Jingtang Australia EXW,1670.0
2019-06-24,HCC,Tianjin Australia EXW,1530.0
2019-06-24,SSCC,Tangshan Hebei FOR,1500.0
2019-06-24,SSCC,Wuhai EXW,1030.0
2019-06-24,TC,GM DAP,250.0
2019-06-24,TC,Wuhai EXW,419.0
2019-07-01,HCC,GM EXW #5 Jinquan ,1210.0
2019-07-01,HCC,GM EXW #3,0.0
2019-07-01,HCC,Baotou EXW,1081.0
2019-07-01,HCC,Tangshan Hebei FOR,1645.0
2019-07-01,HCC,Jingtang Australia EXW,1640.0
2019-07-01,HCC,Tianjin Australia EXW,1500.0
2019-07-01,SSCC,Tangshan Hebei FOR,1490.0
2019-07-01,SSCC,Wuhai EXW,1030.0
2019-07-01,TC,GM DAP,246.0
2019-07-01,TC,Wuhai EXW,424.0
2019-07-08,HCC,GM EXW #5 Jinquan ,1190.0
2019-07-08,HCC,GM EXW #3,0.0
2019-07-08,HCC,Baotou EXW,1081.0
2019-07-08,HCC,Tangshan Hebei FOR,1615.0
2019-07-08,HCC,Jingtang Australia EXW,1590.0
2019-07-08,HCC,Tianjin Australia EXW,1470.0
2019-07-08,SSCC,Tangshan Hebei FOR,1490.0
2019-07-08,SSCC,Wuhai EXW,1030.0
2019-07-08,TC,GM DAP,246.0
2019-07-08,TC,Wuhai EXW,427.0
2019-07-15,HCC,GM EXW #5 Jinquan ,1190.0
2019-07-15,HCC,GM EXW #3,0.0
2019-07-15,HCC,Baotou EXW,1046.0
2019-07-15,HCC,Tangshan Hebei FOR,1615.0
2019-07-15,HCC,Jingtang Australia EXW,1580.0
2019-07-15,HCC,Tianjin Australia EXW,1470.0
2019-07-15,SSCC,Tangshan Hebei FOR,1480.0
2019-07-15,SSCC,Wuhai EXW,998.0
2019-07-15,TC,GM DAP,246.0
2019-07-15,TC,Wuhai EXW,426.0
2019-07-22,HCC,GM EXW #5 Jinquan ,1150.0
2019-07-22,HCC,GM EXW #3,0.0
2019-07-22,HCC,Baotou EXW,1046.0
2019-07-22,HCC,Tangshan Hebei FOR,1615.0
2019-07-22,HCC,Jingtang Australia EXW,1580.0
2019-07-22,HCC,Tianjin Australia EXW,1470.0
2019-07-22,SSCC,Tangshan Hebei FOR,1480.0
2019-07-22,SSCC,Wuhai EXW,998.0
2019-07-22,TC,GM DAP,246.0
2019-07-22,TC,Wuhai EXW,422.0
2019-07-29,HCC,GM EXW #5 Jinquan ,1150.0
2019-07-29,HCC,GM EXW #3,0.0
2019-07-29,HCC,Baotou EXW,1046.0
2019-07-29,HCC,Tangshan Hebei FOR,1615.0
2019-07-29,HCC,Jingtang Australia EXW,1600.0
2019-07-29,HCC,Tianjin Australia EXW,1500.0
2019-07-29,SSCC,Tangshan Hebei FOR,1480.0
2019-07-29,SSCC,Wuhai EXW,998.0
2019-07-29,TC,GM DAP,246.0
2019-07-29,TC,Wuhai EXW,420.0
2019-08-05,HCC,GM EXW #5 Jinquan ,1150.0
2019-08-05,HCC,GM EXW #3,0.0
2019-08-05,HCC,Baotou EXW,1046.0
2019-08-05,HCC,Tangshan Hebei FOR,1615.0
2019-08-05,HCC,Jingtang Australia EXW,1600.0
2019-08-05,HCC,Tianjin Australia EXW,1500.0
2019-08-05,SSCC,Tangshan Hebei FOR,1480.0
2019-08-05,SSCC,Wuhai EXW,998.0
2019-08-05,TC,GM DAP,246.0
2019-08-05,TC,Wuhai EXW,421.0
2019-08-12,HCC,GM EXW #5 Jinquan ,1150.0
2019-08-12,HCC,GM EXW #3,0.0
2019-08-12,HCC,Baotou EXW,1046.0
2019-08-12,HCC,Tangshan Hebei FOR,1615.0
2019-08-12,HCC,Jingtang Australia EXW,1600.0
2019-08-12,HCC,Tianjin Australia EXW,1500.0
2019-08-12,SSCC,Tangshan Hebei FOR,1480.0
2019-08-12,SSCC,Wuhai EXW,998.0
2019-08-12,TC,GM DAP,244.0
2019-08-12,TC,Wuhai EXW,417.0
2019-08-19,HCC,GM EXW #5 Jinquan ,1150.0
2019-08-19,HCC,GM EXW #3,0.0
2019-08-19,HCC,Baotou EXW,1046.0
2019-08-19,HCC,Tangshan Hebei FOR,1615.0
2019-08-19,HCC,Jingtang Australia EXW,1570.0
2019-08-19,HCC,Tianjin Australia EXW,1490.0
2019-08-19,SSCC,Tangshan Hebei FOR,1480.0
2019-08-19,SSCC,Wuhai EXW,998.0
2019-08-19,TC,GM DAP,244.0
2019-08-19,TC,Wuhai EXW,411.0
2019-08-26,HCC,GM EXW #5 Jinquan ,1140.0
2019-08-26,HCC,GM EXW #3,0.0
2019-08-26,HCC,Baotou EXW,1046.0
2019-08-26,HCC,Tangshan Hebei FOR,1615.0
2019-08-26,HCC,Jingtang Australia EXW,1490.0
2019-08-26,HCC,Tianjin Australia EXW,1440.0
2019-08-26,SSCC,Tangshan Hebei FOR,1480.0
2019-08-26,SSCC,Wuhai EXW,998.0
2019-08-26,TC,GM DAP,244.0
2019-08-26,TC,Wuhai EXW,411.0
2019-09-02,HCC,GM EXW #5 Jinquan ,1140.0
2019-09-02,HCC,GM EXW #3,0.0
2019-09-02,HCC,Baotou EXW,1046.0
2019-09-02,HCC,Tangshan Hebei FOR,1615.0
2019-09-02,HCC,Jingtang Australia EXW,1490.0
2019-09-02,HCC,Tianjin Australia EXW,1420.0
2019-09-02,SSCC,Tangshan Hebei FOR,1480.0
2019-09-02,SSCC,Wuhai EXW,998.0
2019-09-02,TC,GM DAP,247.0
2019-09-02,TC,Wuhai EXW,411.0
2019-09-09,HCC,GM EXW #5 Jinquan ,1130.0
2019-09-09,HCC,GM EXW #3,0.0
2019-09-09,HCC,Baotou EXW,1046.0
2019-09-09,HCC,Tangshan Hebei FOR,1615.0
2019-09-09,HCC,Jingtang Australia EXW,1490.0
2019-09-09,HCC,Tianjin Australia EXW,1420.0
2019-09-09,SSCC,Tangshan Hebei FOR,1480.0
2019-09-09,SSCC,Wuhai EXW,998.0
2019-09-09,TC,GM DAP,247.0
2019-09-09,TC,Wuhai EXW,411.0
2019-09-16,HCC,GM EXW #5 Jinquan ,1130.0
2019-09-16,HCC,GM EXW #3,0.0
2019-09-16,HCC,Baotou EXW,1046.0
2019-09-16,HCC,Tangshan Hebei FOR,1615.0
2019-09-16,HCC,Jingtang Australia EXW,1490.0
2019-09-16,HCC,Tianjin Australia EXW,1420.0
2019-09-16,SSCC,Tangshan Hebei FOR,1480.0
2019-09-16,SSCC,Wuhai EXW,998.0
2019-09-16,TC,GM DAP,247.0
2019-09-16,TC,Wuhai EXW,411.0
2019-09-23,HCC,GM EXW #5 Jinquan ,1130.0
2019-09-23,HCC,GM EXW #3,0.0
2019-09-23,HCC,Baotou EXW,1046.0
2019-09-23,HCC,Tangshan Hebei FOR,1615.0
2019-09-23,HCC,Jingtang Australia EXW,1470.0
2019-09-23,HCC,Tianjin Australia EXW,1400.0
2019-09-23,SSCC,Tangshan Hebei FOR,1450.0
2019-09-23,SSCC,Wuhai EXW,998.0
2019-09-23,TC,GM DAP,247.0
2019-09-23,TC,Wuhai EXW,411.0
2019-09-30,HCC,GM EXW #5 Jinquan ,1130.0
2019-09-30,HCC,GM EXW #3,0.0
2019-09-30,HCC,Baotou EXW,1046.0
2019-09-30,HCC,Tangshan Hebei FOR,1615.0
2019-09-30,HCC,Jingtang Australia EXW,1450.0
2019-09-30,HCC,Tianjin Australia EXW,1380.0
2019-09-30,SSCC,Tangshan Hebei FOR,1450.0
2019-09-30,SSCC,Wuhai EXW,998.0
2019-09-30,TC,GM DAP,250.0
2019-09-30,TC,Wuhai EXW,413.0
2019-10-07,HCC,GM EXW #5 Jinquan ,1130.0
2019-10-07,HCC,GM EXW #3,0.0
2019-10-07,HCC,Baotou EXW,1046.0
2019-10-07,HCC,Tangshan Hebei FOR,1615.0
2019-10-07,HCC,Jingtang Australia EXW,1450.0
2019-10-07,HCC,Tianjin Australia EXW,1380.0
2019-10-07,SSCC,Tangshan Hebei FOR,1450.0
2019-10-07,SSCC,Wuhai EXW,998.0
2019-10-07,TC,GM DAP,250.0
2019-10-07,TC,Wuhai EXW,413.0
2019-10-14,HCC,GM EXW #5 Jinquan ,1060.0
2019-10-14,HCC,GM EXW #3,0.0
2019-10-14,HCC,Baotou EXW,1046.0
2019-10-14,HCC,Tangshan Hebei FOR,1585.0
2019-10-14,HCC,Jingtang Australia EXW,1430.0
2019-10-14,HCC,Tianjin Australia EXW,1360.0
2019-10-14,SSCC,Tangshan Hebei FOR,1450.0
2019-10-14,SSCC,Wuhai EXW,998.0
2019-10-14,TC,GM DAP,250.0
2019-10-14,TC,Wuhai EXW,404.0
2019-10-21,HCC,GM EXW #5 Jinquan ,1060.0
2019-10-21,HCC,GM EXW #3,0.0
2019-10-21,HCC,Baotou EXW,1046.0
2019-10-21,HCC,Tangshan Hebei FOR,1585.0
2019-10-21,HCC,Jingtang Australia EXW,1430.0
2019-10-21,HCC,Tianjin Australia EXW,1360.0
2019-10-21,SSCC,Tangshan Hebei FOR,1450.0
2019-10-21,SSCC,Wuhai EXW,998.0
2019-10-21,TC,GM DAP,250.0
2019-10-21,TC,Wuhai EXW,402.0
2019-10-28,HCC,GM EXW #5 Jinquan ,1060.0
2019-10-28,HCC,GM EXW #3,0.0
2019-10-28,HCC,Baotou EXW,988.0
2019-10-28,HCC,Tangshan Hebei FOR,1585.0
2019-10-28,HCC,Jingtang Australia EXW,1385.0
2019-10-28,HCC,Tianjin Australia EXW,1320.0
2019-10-28,SSCC,Tangshan Hebei FOR,1420.0
2019-10-28,SSCC,Wuhai EXW,944.0
2019-10-28,TC,GM DAP,250.0
2019-10-28,TC,Wuhai EXW,397.0
2019-11-04,HCC,GM EXW #5 Jinquan ,1060.0
2019-11-04,HCC,GM EXW #3,0.0
2019-11-04,HCC,Baotou EXW,988.0
2019-11-04,HCC,Tangshan Hebei FOR,1585.0
2019-11-04,HCC,Jingtang Australia EXW,1385.0
2019-11-04,HCC,Tianjin Australia EXW,1320.0
2019-11-04,SSCC,Tangshan Hebei FOR,1420.0
2019-11-04,SSCC,Wuhai EXW,944.0
2019-11-04,TC,GM DAP,248.0
2019-11-04,TC,Wuhai EXW,386.0
2019-11-11,HCC,GM EXW #5 Jinquan ,1030.0
2019-11-11,HCC,GM EXW #3,0.0
2019-11-11,HCC,Baotou EXW,930.0
2019-11-11,HCC,Tangshan Hebei FOR,1565.0
2019-11-11,HCC,Jingtang Australia EXW,1385.0
2019-11-11,HCC,Tianjin Australia EXW,1280.0
