Date,Coal_Type,Benchmark,Per _Price
2023-04-24,HCC,Tianjin Australia EXW,1860.0
2023-04-24,SSCC,Tangshan Hebei FOR,1975.0
2023-04-24,SSCC,Wuhai EXW,1755.0
2023-04-24,TC,GM DAP,710.0
2023-04-24,TC,Wuhai EXW,830.0
2023-05-01,HCC,GM EXW #5 Jinquan ,1570.0
2023-05-01,HCC,GM EXW #3,1500.0
2023-05-01,HCC,Baotou EXW,1920.0
2023-05-01,HCC,Tangshan Hebei FOR,2170.0
2023-05-01,HCC,Jingtang Australia EXW,1900.0
2023-05-01,HCC,Tianjin Australia EXW,1760.0
2023-05-01,SSCC,Tangshan Hebei FOR,1884.0
2023-05-01,SSCC,Wuhai EXW,1647.0
2023-05-01,TC,GM DAP,680.0
2023-05-01,TC,Wuhai EXW,823.0
2023-05-08,HCC,GM EXW #5 Jinquan ,1520.0
2023-05-08,HCC,GM EXW #3,1500.0
2023-05-08,HCC,Baotou EXW,1857.0
2023-05-08,HCC,Tangshan Hebei FOR,1960.0
2023-05-08,HCC,Jingtang Australia EXW,1840.0
2023-05-08,HCC,Tianjin Australia EXW,1610.0
2023-05-08,SSCC,Tangshan Hebei FOR,1693.0
2023-05-08,SSCC,Wuhai EXW,1592.0
2023-05-08,TC,GM DAP,680.0
2023-05-08,TC,Wuhai EXW,822.0
2023-05-15,HCC,GM EXW #5 Jinquan ,1420.0
2023-05-15,HCC,GM EXW #3,1450.0
2023-05-15,HCC,Baotou EXW,1731.0
2023-05-15,HCC,Tangshan Hebei FOR,1810.0
2023-05-15,HCC,Jingtang Australia EXW,1790.0
2023-05-15,HCC,Tianjin Australia EXW,1560.0
2023-05-15,SSCC,Tangshan Hebei FOR,1556.0
2023-05-15,SSCC,Wuhai EXW,1484.0
2023-05-15,TC,GM DAP,680.0
2023-05-15,TC,Wuhai EXW,796.0
2023-05-22,HCC,GM EXW #5 Jinquan ,1430.0
2023-05-22,HCC,GM EXW #3,1450.0
2023-05-22,HCC,Baotou EXW,1731.0
2023-05-22,HCC,Tangshan Hebei FOR,1710.0
2023-05-22,HCC,Jingtang Australia EXW,1790.0
2023-05-22,HCC,Tianjin Australia EXW,1560.0
2023-05-22,SSCC,Tangshan Hebei FOR,1465.0
2023-05-22,SSCC,Wuhai EXW,1484.0
2023-05-22,TC,GM DAP,680.0
2023-05-22,TC,Wuhai EXW,787.0
2023-05-29,HCC,GM EXW #5 Jinquan ,1450.0
2023-05-29,HCC,GM EXW #3,1450.0
2023-05-29,HCC,Baotou EXW,1731.0
2023-05-29,HCC,Tangshan Hebei FOR,1710.0
2023-05-29,HCC,Jingtang Australia EXW,1790.0
2023-05-29,HCC,Tianjin Australia EXW,1570.0
2023-05-29,SSCC,Tangshan Hebei FOR,1465.0
2023-05-29,SSCC,Wuhai EXW,1484.0
2023-05-29,TC,GM DAP,630.0
2023-05-29,TC,Wuhai EXW,720.0
2023-06-05,HCC,GM EXW #5 Jinquan ,1350.0
2023-06-05,HCC,GM EXW #3,1300.0
2023-06-05,HCC,Baotou EXW,1605.0
2023-06-05,HCC,Tangshan Hebei FOR,1710.0
2023-06-05,HCC,Jingtang Australia EXW,1720.0
2023-06-05,HCC,Tianjin Australia EXW,1520.0
2023-06-05,SSCC,Tangshan Hebei FOR,1465.0
2023-06-05,SSCC,Wuhai EXW,1376.0
2023-06-05,TC,GM DAP,600.0
2023-06-05,TC,Wuhai EXW,600.0
2023-06-12,HCC,GM EXW #5 Jinquan ,1320.0
2023-06-12,HCC,GM EXW #3,1200.0
2023-06-12,HCC,Baotou EXW,1542.0
2023-06-12,HCC,Tangshan Hebei FOR,1710.0
2023-06-12,HCC,Jingtang Australia EXW,1690.0
2023-06-12,HCC,Tianjin Australia EXW,1500.0
2023-06-12,SSCC,Tangshan Hebei FOR,1465.0
2023-06-12,SSCC,Wuhai EXW,1322.0
2023-06-12,TC,GM DAP,600.0
2023-06-12,TC,Wuhai EXW,598.0
2023-06-19,HCC,GM EXW #5 Jinquan ,1350.0
2023-06-19,HCC,GM EXW #3,1350.0
2023-06-19,HCC,Baotou EXW,1731.0
2023-06-19,HCC,Tangshan Hebei FOR,1710.0
2023-06-19,HCC,Jingtang Australia EXW,1820.0
2023-06-19,HCC,Tianjin Australia EXW,1630.0
2023-06-19,SSCC,Tangshan Hebei FOR,1465.0
2023-06-19,SSCC,Wuhai EXW,1484.0
2023-06-19,TC,GM DAP,600.0
2023-06-19,TC,Wuhai EXW,615.0
2023-06-26,HCC,GM EXW #5 Jinquan ,1450.0
2023-06-26,HCC,GM EXW #3,1290.0
2023-06-26,HCC,Baotou EXW,1731.0
2023-06-26,HCC,Tangshan Hebei FOR,1820.0
2023-06-26,HCC,Jingtang Australia EXW,1840.0
2023-06-26,HCC,Tianjin Australia EXW,1650.0
2023-06-26,SSCC,Tangshan Hebei FOR,1565.0
2023-06-26,SSCC,Wuhai EXW,1484.0
2023-06-26,TC,GM DAP,600.0
2023-06-26,TC,Wuhai EXW,650.0
2023-07-03,HCC,GM EXW #5 Jinquan ,1450.0
2023-07-03,HCC,GM EXW #3,1260.0
2023-07-03,HCC,Baotou EXW,1731.0
2023-07-03,HCC,Tangshan Hebei FOR,1820.0
2023-07-03,HCC,Jingtang Australia EXW,1840.0
2023-07-03,HCC,Tianjin Australia EXW,1650.0
2023-07-03,SSCC,Tangshan Hebei FOR,1565.0
2023-07-03,SSCC,Wuhai EXW,1484.0
2023-07-03,TC,GM DAP,605.0
2023-07-03,TC,Wuhai EXW,660.0
2023-07-10,HCC,GM EXW #5 Jinquan ,1420.0
2023-07-10,HCC,GM EXW #3,1280.0
2023-07-10,HCC,Baotou EXW,1769.0
2023-07-10,HCC,Tangshan Hebei FOR,1820.0
2023-07-10,HCC,Jingtang Australia EXW,1840.0
2023-07-10,HCC,Tianjin Australia EXW,1620.0
2023-07-10,SSCC,Tangshan Hebei FOR,1565.0
2023-07-10,SSCC,Wuhai EXW,1484.0
2023-07-10,TC,GM DAP,611.0
2023-07-10,TC,Wuhai EXW,708.0
2023-07-17,HCC,GM EXW #5 Jinquan ,1480.0
2023-07-17,HCC,GM EXW #3,1360.0
2023-07-17,HCC,Baotou EXW,1794.0
2023-07-17,HCC,Tangshan Hebei FOR,1900.0
2023-07-17,HCC,Jingtang Australia EXW,1870.0
2023-07-17,HCC,Tianjin Australia EXW,1680.0
2023-07-17,SSCC,Tangshan Hebei FOR,1638.0
2023-07-17,SSCC,Wuhai EXW,1538.0
2023-07-17,TC,GM DAP,626.0
2023-07-17,TC,Wuhai EXW,707.0
2023-07-24,HCC,GM EXW #5 Jinquan ,1550.0
2023-07-24,HCC,GM EXW #3,1460.0
2023-07-24,HCC,Baotou EXW,1920.0
2023-07-24,HCC,Tangshan Hebei FOR,2030.0
2023-07-24,HCC,Jingtang Australia EXW,2030.0
2023-07-24,HCC,Tianjin Australia EXW,1840.0
2023-07-24,SSCC,Tangshan Hebei FOR,1756.0
2023-07-24,SSCC,Wuhai EXW,1647.0
2023-07-24,TC,GM DAP,626.0
2023-07-24,TC,Wuhai EXW,720.0
2023-07-31,HCC,GM EXW #5 Jinquan ,1620.0
2023-07-31,HCC,GM EXW #3,1460.0
2023-07-31,HCC,Baotou EXW,1920.0
2023-07-31,HCC,Tangshan Hebei FOR,2030.0
2023-07-31,HCC,Jingtang Australia EXW,2100.0
2023-07-31,HCC,Tianjin Australia EXW,1910.0
2023-07-31,SSCC,Tangshan Hebei FOR,1756.0
2023-07-31,SSCC,Wuhai EXW,1647.0
2023-07-31,TC,GM DAP,626.0
2023-07-31,TC,Wuhai EXW,718.0
2023-08-07,HCC,GM EXW #5 Jinquan ,1620.0
2023-08-07,HCC,GM EXW #3,1480.0
2023-08-07,HCC,Baotou EXW,1983.0
2023-08-07,HCC,Tangshan Hebei FOR,2030.0
2023-08-07,HCC,Jingtang Australia EXW,2100.0
2023-08-07,HCC,Tianjin Australia EXW,1910.0
2023-08-07,SSCC,Tangshan Hebei FOR,1756.0
2023-08-07,SSCC,Wuhai EXW,1701.0
2023-08-07,TC,GM DAP,620.0
2023-08-07,TC,Wuhai EXW,706.0
2023-08-14,HCC,GM EXW #5 Jinquan ,1690.0
2023-08-14,HCC,GM EXW #3,1480.0
2023-08-14,HCC,Baotou EXW,1958.0
2023-08-14,HCC,Tangshan Hebei FOR,2100.0
2023-08-14,HCC,Jingtang Australia EXW,2130.0
2023-08-14,HCC,Tianjin Australia EXW,1940.0
2023-08-14,SSCC,Tangshan Hebei FOR,1820.0
2023-08-14,SSCC,Wuhai EXW,1679.0
2023-08-14,TC,GM DAP,620.0
2023-08-14,TC,Wuhai EXW,698.0
2023-08-21,HCC,GM EXW #5 Jinquan ,1660.0
2023-08-21,HCC,GM EXW #3,1480.0
2023-08-21,HCC,Baotou EXW,1920.0
2023-08-21,HCC,Tangshan Hebei FOR,2100.0
2023-08-21,HCC,Jingtang Australia EXW,2110.0
2023-08-21,HCC,Tianjin Australia EXW,1920.0
2023-08-21,SSCC,Tangshan Hebei FOR,1820.0
2023-08-21,SSCC,Wuhai EXW,1647.0
2023-08-21,TC,GM DAP,620.0
2023-08-21,TC,Wuhai EXW,680.0
2023-08-28,HCC,GM EXW #5 Jinquan ,1660.0
2023-08-28,HCC,GM EXW #3,1480.0
2023-08-28,HCC,Baotou EXW,1857.0
2023-08-28,HCC,Tangshan Hebei FOR,2020.0
2023-08-28,HCC,Jingtang Australia EXW,2090.0
2023-08-28,HCC,Tianjin Australia EXW,1900.0
2023-08-28,SSCC,Tangshan Hebei FOR,1747.0
2023-08-28,SSCC,Wuhai EXW,1592.0
2023-08-28,TC,GM DAP,620.0
2023-08-28,TC,Wuhai EXW,690.0
2023-09-04,HCC,GM EXW #5 Jinquan ,1680.0
2023-09-04,HCC,GM EXW #3,1480.0
2023-09-04,HCC,Baotou EXW,1794.0
2023-09-04,HCC,Tangshan Hebei FOR,2020.0
2023-09-04,HCC,Jingtang Australia EXW,2090.0
2023-09-04,HCC,Tianjin Australia EXW,1900.0
2023-09-04,SSCC,Tangshan Hebei FOR,1747.0
2023-09-04,SSCC,Wuhai EXW,1538.0
2023-09-04,TC,GM DAP,620.0
2023-09-04,TC,Wuhai EXW,717.0
2023-09-11,HCC,GM EXW #5 Jinquan ,1750.0
2023-09-11,HCC,GM EXW #3,1570.0
2023-09-11,HCC,Baotou EXW,1857.0
2023-09-11,HCC,Tangshan Hebei FOR,2100.0
2023-09-11,HCC,Jingtang Australia EXW,2170.0
2023-09-11,HCC,Tianjin Australia EXW,1980.0
2023-09-11,SSCC,Tangshan Hebei FOR,1820.0
2023-09-11,SSCC,Wuhai EXW,1592.0
2023-09-11,TC,GM DAP,620.0
2023-09-11,TC,Wuhai EXW,735.0
2023-09-18,HCC,GM EXW #5 Jinquan ,1750.0
2023-09-18,HCC,GM EXW #3,1650.0
2023-09-18,HCC,Baotou EXW,1983.0
2023-09-18,HCC,Tangshan Hebei FOR,2180.0
2023-09-18,HCC,Jingtang Australia EXW,2270.0
2023-09-18,HCC,Tianjin Australia EXW,2080.0
2023-09-18,SSCC,Tangshan Hebei FOR,1893.0
2023-09-18,SSCC,Wuhai EXW,1701.0
2023-09-18,TC,GM DAP,650.0
2023-09-18,TC,Wuhai EXW,774.0
2023-09-25,HCC,GM EXW #5 Jinquan ,1750.0
2023-09-25,HCC,GM EXW #3,1700.0
2023-09-25,HCC,Baotou EXW,2147.0
2023-09-25,HCC,Tangshan Hebei FOR,2330.0
2023-09-25,HCC,Jingtang Australia EXW,2330.0
2023-09-25,HCC,Tianjin Australia EXW,2140.0
2023-09-25,SSCC,Tangshan Hebei FOR,2029.0
2023-09-25,SSCC,Wuhai EXW,1841.0
2023-09-25,TC,GM DAP,670.0
2023-09-25,TC,Wuhai EXW,841.0
2023-10-02,HCC,GM EXW #5 Jinquan ,1750.0
2023-10-02,HCC,GM EXW #3,1750.0
2023-10-02,HCC,Baotou EXW,2147.0
2023-10-02,HCC,Tangshan Hebei FOR,2330.0
2023-10-02,HCC,Jingtang Australia EXW,2350.0
2023-10-02,HCC,Tianjin Australia EXW,2160.0
2023-10-02,SSCC,Tangshan Hebei FOR,2029.0
2023-10-02,SSCC,Wuhai EXW,1841.0
2023-10-02,TC,GM DAP,670.0
2023-10-02,TC,Wuhai EXW,831.0
2023-10-09,HCC,GM EXW #5 Jinquan ,2000.0
2023-10-09,HCC,GM EXW #3,1780.0
2023-10-09,HCC,Baotou EXW,2109.0
2023-10-09,HCC,Tangshan Hebei FOR,2360.0
2023-10-09,HCC,Jingtang Australia EXW,2390.0
2023-10-09,HCC,Tianjin Australia EXW,2395.0
2023-10-09,SSCC,Tangshan Hebei FOR,2057.0
2023-10-09,SSCC,Wuhai EXW,1809.0
2023-10-09,TC,GM DAP,670.0
2023-10-09,TC,Wuhai EXW,862.0
2023-10-16,HCC,GM EXW #5 Jinquan ,1950.0
2023-10-16,HCC,GM EXW #3,1820.0
2023-10-16,HCC,Baotou EXW,2109.0
2023-10-16,HCC,Tangshan Hebei FOR,2360.0
2023-10-16,HCC,Jingtang Australia EXW,2390.0
2023-10-16,HCC,Tianjin Australia EXW,2395.0
2023-10-16,SSCC,Tangshan Hebei FOR,2057.0
2023-10-16,SSCC,Wuhai EXW,1809.0
2023-10-16,TC,GM DAP,670.0
2023-10-16,TC,Wuhai EXW,858.0
2023-10-23,HCC,GM EXW #5 Jinquan ,1900.0
2023-10-23,HCC,GM EXW #3,1750.0
2023-10-23,HCC,Baotou EXW,2046.0
2023-10-23,HCC,Tangshan Hebei FOR,2360.0
2023-10-23,HCC,Jingtang Australia EXW,2370.0
2023-10-23,HCC,Tianjin Australia EXW,2370.0
2023-10-23,SSCC,Tangshan Hebei FOR,2057.0
2023-10-23,SSCC,Wuhai EXW,1755.0
2023-10-23,TC,GM DAP,670.0
2023-10-23,TC,Wuhai EXW,853.0
2023-10-30,HCC,GM EXW #5 Jinquan ,1900.0
2023-10-30,HCC,GM EXW #3,1730.0
2023-10-30,HCC,Baotou EXW,2046.0
2023-10-30,HCC,Tangshan Hebei FOR,2360.0
2023-10-30,HCC,Jingtang Australia EXW,2340.0
2023-10-30,HCC,Tianjin Australia EXW,2335.0
2023-10-30,SSCC,Tangshan Hebei FOR,2057.0
2023-10-30,SSCC,Wuhai EXW,1755.0
2023-10-30,TC,GM DAP,670.0
2023-10-30,TC,Wuhai EXW,826.0
2023-11-06,HCC,GM EXW #5 Jinquan ,1930.0
2023-11-06,HCC,GM EXW #3,1750.0
2023-11-06,HCC,Baotou EXW,2084.0
2023-11-06,HCC,Tangshan Hebei FOR,2360.0
2023-11-06,HCC,Jingtang Australia EXW,2340.0
2023-11-06,HCC,Tianjin Australia EXW,2335.0
2023-11-06,SSCC,Tangshan Hebei FOR,2057.0
2023-11-06,SSCC,Wuhai EXW,1787.0
2023-11-06,TC,GM DAP,670.0
2023-11-06,TC,Wuhai EXW,771.0
2023-11-13,HCC,GM EXW #5 Jinquan ,1950.0
2023-11-13,HCC,GM EXW #3,1850.0
2023-11-13,HCC,Baotou EXW,2235.0
2023-11-13,HCC,Tangshan Hebei FOR,2230.0
2023-11-13,HCC,Jingtang Australia EXW,2490.0
2023-11-13,HCC,Tianjin Australia EXW,2485.0
2023-11-13,SSCC,Tangshan Hebei FOR,1956.5
2023-11-13,SSCC,Wuhai EXW,1916.75
2023-11-13,TC,GM DAP,670.0
2023-11-13,TC,Wuhai EXW,793.0
2023-11-20,HCC,GM EXW #5 Jinquan ,2100.0
2023-11-20,HCC,GM EXW #3,1880.0
2023-11-20,HCC,Baotou EXW,2361.0
2023-11-20,HCC,Tangshan Hebei FOR,2420.0
2023-11-20,HCC,Jingtang Australia EXW,2560.0
2023-11-20,HCC,Tianjin Australia EXW,2555.0
2023-11-20,SSCC,Tangshan Hebei FOR,2111.2
2023-11-20,SSCC,Wuhai EXW,2024.85
2023-11-20,TC,GM DAP,670.0
2023-11-20,TC,Wuhai EXW,794.0
2023-11-27,HCC,GM EXW #5 Jinquan ,2100.0
2023-11-27,HCC,GM EXW #3,1940.0
2023-11-27,HCC,Baotou EXW,2361.0
2023-11-27,HCC,Tangshan Hebei FOR,2420.0
2023-11-27,HCC,Jingtang Australia EXW,2640.0
2023-11-27,HCC,Tianjin Australia EXW,2635.0
2023-11-27,SSCC,Tangshan Hebei FOR,2111.2
2023-11-27,SSCC,Wuhai EXW,2024.85
2023-11-27,TC,GM DAP,670.0
2023-11-27,TC,Wuhai EXW,791.0
2023-12-04,HCC,GM EXW #5 Jinquan ,2120.0
2023-12-04,HCC,GM EXW #3,1900.0
2023-12-04,HCC,Baotou EXW,2361.0
2023-12-04,HCC,Tangshan Hebei FOR,2520.0
2023-12-04,HCC,Jingtang Australia EXW,2670.0
2023-12-04,HCC,Tianjin Australia EXW,2665.0
2023-12-04,SSCC,Tangshan Hebei FOR,2202.2
2023-12-04,SSCC,Wuhai EXW,2024.85
2023-12-04,TC,GM DAP,670.0
2023-12-04,TC,Wuhai EXW,770.0
2023-12-11,HCC,GM EXW #5 Jinquan ,2120.0
2023-12-11,HCC,GM EXW #3,1880.0
2023-12-11,HCC,Baotou EXW,2361.0
2023-12-11,HCC,Tangshan Hebei FOR,2620.0
2023-12-11,HCC,Jingtang Australia EXW,2660.0
2023-12-11,HCC,Tianjin Australia EXW,2655.0
2023-12-11,SSCC,Tangshan Hebei FOR,2293.2
2023-12-11,SSCC,Wuhai EXW,2024.85
2023-12-11,TC,GM DAP,670.0
2023-12-11,TC,Wuhai EXW,769.0
2023-12-18,HCC,GM EXW #5 Jinquan ,2080.0
2023-12-18,HCC,GM EXW #3,1850.0
2023-12-18,HCC,Baotou EXW,2361.0
2023-12-18,HCC,Tangshan Hebei FOR,2620.0
2023-12-18,HCC,Jingtang Australia EXW,2670.0
2023-12-18,HCC,Tianjin Australia EXW,2655.0
2023-12-18,SSCC,Tangshan Hebei FOR,2293.2
2023-12-18,SSCC,Wuhai EXW,2024.85
2023-12-18,TC,GM DAP,670.0
2023-12-18,TC,Wuhai EXW,772.0
2023-12-25,HCC,GM EXW #5 Jinquan ,2050.0
2023-12-25,HCC,GM EXW #3,1820.0
2023-12-25,HCC,Baotou EXW,2323.2
2023-12-25,HCC,Tangshan Hebei FOR,2620.0
2023-12-25,HCC,Jingtang Australia EXW,2690.0
2023-12-25,HCC,Tianjin Australia EXW,2685.0
2023-12-25,SSCC,Tangshan Hebei FOR,2293.2
2023-12-25,SSCC,Wuhai EXW,1992.42
2023-12-25,TC,GM DAP,670.0
2023-12-25,TC,Wuhai EXW,765.0
2024-01-01,HCC,GM EXW #5 Jinquan ,2030.0
2024-01-01,HCC,GM EXW #3,1780.0
2024-01-01,HCC,Baotou EXW,2298.0
2024-01-01,HCC,Tangshan Hebei FOR,2620.0
2024-01-01,HCC,Jingtang Australia EXW,2650.0
2024-01-01,HCC,Tianjin Australia EXW,2645.0
2024-01-01,SSCC,Tangshan Hebei FOR,2293.2
2024-01-01,SSCC,Wuhai EXW,1970.8
2024-01-01,TC,GM DAP,670.0
2024-01-01,TC,Wuhai EXW,758.0
2024-01-08,HCC,GM EXW #5 Jinquan ,1930.0
2024-01-08,HCC,GM EXW #3,1750.0
2024-01-08,HCC,Baotou EXW,2272.8
2024-01-08,HCC,Tangshan Hebei FOR,2620.0
2024-01-08,HCC,Jingtang Australia EXW,2650.0
2024-01-08,HCC,Tianjin Australia EXW,2645.0
2024-01-08,SSCC,Tangshan Hebei FOR,2293.2
2024-01-08,SSCC,Wuhai EXW,1949.18
2024-01-08,TC,GM DAP,670.0
2024-01-08,TC,Wuhai EXW,754.0
2024-01-15,HCC,GM EXW #5 Jinquan ,1880.0
2024-01-15,HCC,GM EXW #3,1680.0
2024-01-15,HCC,Baotou EXW,2209.8
2024-01-15,HCC,Tangshan Hebei FOR,2530.0
2024-01-15,HCC,Jingtang Australia EXW,2630.0
2024-01-15,HCC,Tianjin Australia EXW,2625.0
2024-01-15,SSCC,Tangshan Hebei FOR,2211.3
2024-01-15,SSCC,Wuhai EXW,1895.13
2024-01-15,TC,GM DAP,670.0
2024-01-15,TC,Wuhai EXW,740.0
2024-01-22,HCC,GM EXW #5 Jinquan ,1900.0
2024-01-22,HCC,GM EXW #3,1730.0
2024-01-22,HCC,Baotou EXW,2209.8
2024-01-22,HCC,Tangshan Hebei FOR,2530.0
2024-01-22,HCC,Jingtang Australia EXW,2590.0
2024-01-22,HCC,Tianjin Australia EXW,2585.0
2024-01-22,SSCC,Tangshan Hebei FOR,2211.3
2024-01-22,SSCC,Wuhai EXW,1895.13
2024-01-22,TC,GM DAP,670.0
2024-01-22,TC,Wuhai EXW,735.0
2024-01-29,HCC,GM EXW #5 Jinquan ,1850.0
2024-01-29,HCC,GM EXW #3,1780.0
2024-01-29,HCC,Baotou EXW,2209.8
2024-01-29,HCC,Tangshan Hebei FOR,2530.0
2024-01-29,HCC,Jingtang Australia EXW,2590.0
2024-01-29,HCC,Tianjin Australia EXW,2585.0
2024-01-29,SSCC,Tangshan Hebei FOR,2211.3
2024-01-29,SSCC,Wuhai EXW,1895.13
2024-01-29,TC,GM DAP,670.0
2024-01-29,TC,Wuhai EXW,731.0
2024-02-05,HCC,GM EXW #5 Jinquan ,1800.0
2024-02-05,HCC,GM EXW #3,1700.0
2024-02-05,HCC,Baotou EXW,2209.8
2024-02-05,HCC,Tangshan Hebei FOR,2420.0
2024-02-05,HCC,Jingtang Australia EXW,2590.0
2024-02-05,HCC,Tianjin Australia EXW,2585.0
2024-02-05,SSCC,Tangshan Hebei FOR,2111.2
2024-02-05,SSCC,Wuhai EXW,1895.13
2024-02-05,TC,GM DAP,670.0
2024-02-05,TC,Wuhai EXW,735.0
2024-02-12,HCC,GM EXW #5 Jinquan ,1800.0
2024-02-12,HCC,GM EXW #3,1700.0
2024-02-12,HCC,Baotou EXW,2209.8
2024-02-12,HCC,Tangshan Hebei FOR,2420.0
2024-02-12,HCC,Jingtang Australia EXW,2590.0
2024-02-12,HCC,Tianjin Australia EXW,2585.0
2024-02-12,SSCC,Tangshan Hebei FOR,2111.2
2024-02-12,SSCC,Wuhai EXW,1895.13
2024-02-12,TC,GM DAP,670.0
2024-02-12,TC,Wuhai EXW,735.0
2024-02-19,HCC,GM EXW #5 Jinquan ,1800.0
2024-02-19,HCC,GM EXW #3,1700.0
2024-02-19,HCC,Baotou EXW,2209.8
2024-02-19,HCC,Tangshan Hebei FOR,2420.0
2024-02-19,HCC,Jingtang Australia EXW,2590.0
2024-02-19,HCC,Tianjin Australia EXW,2585.0
2024-02-19,SSCC,Tangshan Hebei FOR,2111.2
2024-02-19,SSCC,Wuhai EXW,1895.13
2024-02-19,TC,GM DAP,670.0
2024-02-19,TC,Wuhai EXW,735.0
2024-02-26,HCC,GM EXW #5 Jinquan ,1800.0
2024-02-26,HCC,GM EXW #3,1700.0
2024-02-26,HCC,Baotou EXW,2209.8
2024-02-26,HCC,Tangshan Hebei FOR,2420.0
2024-02-26,HCC,Jingtang Australia EXW,2560.0
2024-02-26,HCC,Tianjin Australia EXW,2555.0
2024-02-26,SSCC,Tangshan Hebei FOR,2111.2
2024-02-26,SSCC,Wuhai EXW,1895.13
2024-02-26,TC,GM DAP,670.0
2024-02-26,TC,Wuhai EXW,746.0
